"Year","Month","Product","State","Requirement (in Million Tonnes)","Availability (in Million Tonnes)"
"2012-13","June","NPK","Delhi","200.00","0.00"
"2012-13","June","TSP","Delhi","0.00","0.00"
"2012-13","June","UREA","Delhi","500.00","0.00"
"2012-13","June","DAP","Goa","1000.00","50.00"
"2012-13","June","MAP","Goa","0.00","0.00"
"2012-13","June","MOP","Goa","120.00","30.00"
"2012-13","June","NPK","Goa","1380.00","20.00"
"2012-13","June","TSP","Goa","0.00","0.00"
"2012-13","June","UREA","Goa","800.00","43.50"
"2012-13","June","DAP","Gujarat","110.00","21544.83"
"2012-13","June","MAP","Gujarat","0.00","0.00"
"2012-13","June","MOP","Gujarat","22000.00","1596.10"
"2012-13","June","NPK","Gujarat","59000.00","35171.24"
"2012-13","June","TSP","Gujarat","0.00","6250.55"
"2012-13","June","UREA","Gujarat","215000.00","36999.42"
"2012-13","June","DAP","Harayana","85000.00","6366.05"
"2012-13","June","MAP","Harayana","0.00","3598.90"
"2012-13","June","MOP","Harayana","5000.00","3598.90"
"2012-13","June","NPK","Harayana","10000.00","6715.05"
"2012-13","June","TSP","Harayana","0.00","0.00"
"2012-13","June","UREA","Harayana","220000.00","20845.45"
"2012-13","June","DAP","Himachal Pradesh","0.00","0.00"
"2012-13","June","MAP","Himachal Pradesh","0.00","0.00"
"2012-13","June","MOP","Himachal Pradesh","200.00","0.00"
"2012-13","June","NPK","Himachal Pradesh","2500.00","106.60"
"2012-13","June","TSP","Himachal Pradesh","0.00","0.00"
"2012-13","June","UREA","Himachal Pradesh","15000.00","108.95"
"2012-13","June","DAP","Jammu & Kashmir","10000.00","0.00"
"2012-13","June","MAP","Jammu & Kashmir","0.00","0.00"
"2012-13","June","MOP","Jammu & Kashmir","2500.00","1002.05"
"2012-13","June","NPK","Jammu & Kashmir","0.00","0.00"
"2012-13","June","TSP","Jammu & Kashmir","0.00","0.00"
"2012-13","June","UREA","Jammu & Kashmir","15000.00","133.70"
"2012-13","June","DAP","Jharkhand","15000.00","1807.15"
"2012-13","June","MAP","Jharkhand","0.00","0.00"
"2012-13","June","MOP","Jharkhand","5000.00","95.55"
"2012-13","June","NPK","Jharkhand","8000.00","42333.05"
"2012-13","June","TSP","Jharkhand","0.00","0.00"
"2012-13","June","UREA","Jharkhand","27000.00","6360.70"
"2012-13","June","DAP","Karnataka","123000.00","24677.95"
"2012-13","June","MAP","Karnataka","0.00","2917.15"
"2012-13","June","MOP","Karnataka","50000.00","14857.05"
"2012-13","June","NPK","Karnataka","144600.00","88825.69"
"2012-13","June","TSP","Karnataka","0.00","11905.40"
"2012-13","June","UREA","Karnataka","15000.00","13824.23"
"2012-13","June","DAP","Kerala","5000.00","239.60"
"2012-13","June","MAP","Kerala","0.00","0.00"
"2012-13","June","MOP","Kerala","24000.00","6921.20"
"2012-13","June","NPK","Kerala","30000.00","24354.29"
"2012-13","June","TSP","Kerala","0.00","3348.75"
"2012-13","June","UREA","Kerala","24000.00","623.05"
"2012-13","June","DAP","Lakshadeeep","0.00","0.00"
"2012-13","June","MAP","Lakshadeeep","0.00","0.00"
"2012-13","June","MOP","Lakshadeeep","0.00","0.00"
"2012-13","June","NPK","Lakshadeeep","0.00","0.00"
"2012-13","June","TSP","Lakshadeeep","0.00","0.00"
"2012-13","June","UREA","Lakshadeeep","0.00","0.00"
"2012-13","June","DAP","Madhya Pradesh","162500.00","14215.00"
"2012-13","June","MAP","Madhya Pradesh","0.00","6388.15"
"2012-13","June","MOP","Madhya Pradesh","42120.00","6739.55"
"2012-13","June","NPK","Madhya Pradesh","55174.00","55573.25"
"2012-13","June","TSP","Madhya Pradesh","0.00","8443.85"
"2012-13","June","UREA","Madhya Pradesh","187500.00","31635.15"
"2012-13","June","DAP","Maharastra","135000.00","50633.14"
"2012-13","June","MAP","Maharastra","0.00","2409.00"
"2012-13","June","MOP","Maharastra","60000.00","8867.65"
"2012-13","June","NPK","Maharastra","208500.00","127589.68"
"2012-13","June","TSP","Maharastra","0.00","16.20"
"2012-13","June","UREA","Maharastra","260000.00","73611.93"
"2012-13","June","DAP","Manipur","1500.00","0.00"
"2012-13","June","MAP","Manipur","0.00","0.00"
"2012-13","June","MOP","Manipur","400.00","0.00"
"2012-13","June","NPK","Manipur","0.00","0.00"
"2012-13","June","TSP","Manipur","0.00","0.00"
"2012-13","June","UREA","Manipur","8500.00","0.00"
"2012-13","June","DAP","Megalaya","450.00","300.00"
"2012-13","June","MAP","Megalaya","0.00","0.00"
"2012-13","June","MOP","Megalaya","50.00","0.00"
"2012-13","June","NPK","Megalaya","0.00","0.00"
"2012-13","June","TSP","Megalaya","0.00","0.00"
"2012-13","June","UREA","Megalaya","500.00","0.00"
"2012-13","June","DAP","Mizoram","1050.00","0.00"
"2012-13","June","MAP","Mizoram","0.00","0.00"
"2012-13","June","MOP","Mizoram","1400.00","0.00"
"2012-13","June","NPK","Mizoram","100.00","0.00"
"2012-13","June","TSP","Mizoram","0.00","0.00"
"2012-13","June","UREA","Mizoram","1700.00","0.00"
"2012-13","June","DAP","Nagaland","140.00","0.00"
"2012-13","June","MAP","Nagaland","0.00","0.00"
"2012-13","June","MOP","Nagaland","31.00","0.00"
"2012-13","June","NPK","Nagaland","36.00","0.00"
"2012-13","June","TSP","Nagaland","0.00","0.00"
"2012-13","June","UREA","Nagaland","186.00","0.00"
"2012-13","June","DAP","Odisha","30160.00","17315.15"
"2012-13","June","MAP","Odisha","0.00","0.00"
"2012-13","June","MOP","Odisha","18550.00","4615.45"
"2012-13","June","NPK","Odisha","44840.00","34829.95"
"2012-13","June","TSP","Odisha","0.00","0.00"
"2012-13","June","UREA","Odisha","44650.00","29783.05"
"2012-13","June","DAP","Pondicherry","1000.00","0.00"
"2012-13","June","MAP","Pondicherry","0.00","0.00"
"2012-13","June","MOP","Pondicherry","800.00","0.00"
"2012-13","June","NPK","Pondicherry","4053.00","1236.60"
"2012-13","June","TSP","Pondicherry","0.00","0.00"
"2012-13","June","UREA","Pondicherry","4000.00","0.00"
"2012-13","June","DAP","Punjab","100000.00","43094.30"
"2012-13","June","MAP","Punjab","0.00","6575.30"
"2012-13","June","MOP","Punjab","10000.00","7135.85"
"2012-13","June","NPK","Punjab","8000.00","6496.50"
"2012-13","June","TSP","Punjab","0.00","3355.30"
"2012-13","June","UREA","Punjab","300000.00","22989.20"
"2012-13","June","DAP","Rajasthan","45000.00","11093.98"
"2012-13","June","MAP","Rajasthan","0.00","0.00"
"2012-13","June","MOP","Rajasthan","4000.00","66.60"
"2012-13","June","NPK","Rajasthan","15200.00","10432.50"
"2012-13","June","TSP","Rajasthan","0.00","3526.25"
"2012-13","June","UREA","Rajasthan","120000.00","51.867.961"
"2012-13","June","DAP","Sikkim","0.00","0.00"
"2012-13","June","MAP","Sikkim","0.00","0.00"
"2012-13","June","MOP","Sikkim","0.00","0.00"
"2012-13","June","NPK","Sikkim","0.00","0.00"
"2012-13","June","TSP","Sikkim","0.00","0.00"
"2012-13","June","UREA","Sikkim","0.00","0.00"
"2012-13","June","DAP","Tamil Nadu","30000.00","2859.30"
"2012-13","June","MAP","Tamil Nadu","0.00","0.00"
"2012-13","June","MOP","Tamil Nadu","35000.00","4484.55"
"2012-13","June","NPK","Tamil Nadu","43800.00","117819.50"
"2012-13","June","TSP","Tamil Nadu","0.00","0.00"
"2012-13","June","UREA","Tamil Nadu","80000.00","855.65"
"2012-13","June","DAP","Tripura","588.00","0.00"
"2012-13","June","MAP","Tripura","0.00","0.00"
"2012-13","June","MOP","Tripura","2500.00","0.00"
"2012-13","June","NPK","Tripura","0.00","0.00"
"2012-13","June","TSP","Tripura","0.00","0.00"
"2012-13","June","UREA","Tripura","5920.00","2569.50"
"2012-13","June","DAP","Uttar Pradesh","100000.00","55962.05"
"2012-13","June","MAP","Uttar Pradesh","0.00","122.80"
"2012-13","June","MOP","Uttar Pradesh","15000.00","7455.65"
"2012-13","June","NPK","Uttar Pradesh","100000.00","112148.05"
"2012-13","June","TSP","Uttar Pradesh","0.00","16125.25"
"2012-13","June","UREA","Uttar Pradesh","500000.00","94273.25"
"2012-13","June","DAP","Uttaranchal","4000.00","402.65"
"2012-13","June","MAP","Uttaranchal","0.00","0.00"
"2012-13","June","MOP","Uttaranchal","500.00","0.00"
"2012-13","June","NPK","Uttaranchal","5000.00","4097.40"
"2012-13","June","TSP","Uttaranchal","0.00","0.00"
"2012-13","June","UREA","Uttaranchal","35000.00","7375.75"
"2012-13","June","DAP","West Bengal","42700.00","22184.29"
"2012-13","June","MAP","West Bengal","0.00","0.00"
"2012-13","June","MOP","West Bengal","25700.00","4839.70"
"2012-13","June","NPK","West Bengal","72400.00","91584.00"
"2012-13","June","TSP","West Bengal","0.00","7377.55"
"2012-13","June","UREA","West Bengal","96200.00","27062.78"
"2012-13","July","DAP","Andaman & Nicobar","100.00","0.00"
"2012-13","July","MAP","Andaman & Nicobar","0.00","0.00"
"2012-13","July","MOP","Andaman & Nicobar","100.00","0.00"
"2012-13","July","NPK","Andaman & Nicobar","30.00","0.00"
"2012-13","July","TSP","Andaman & Nicobar","0.00","0.00"
"2012-13","July","UREA","Andaman & Nicobar","85.00","0.00"
"2012-13","July","DAP","Andhra Pradesh","200.00","25510.00"
"2012-13","July","MAP","Andhra Pradesh","0.00","23.05"
"2012-13","July","MOP","Andhra Pradesh","55000.00","16479.45"
"2012-13","July","NPK","Andhra Pradesh","200000.00","149359.67"
"2012-13","July","TSP","Andhra Pradesh","0.00","1.90"
"2012-13","July","UREA","Andhra Pradesh","350000.00","69811.75"
"2012-13","July","DAP","Arunachal Pradesh","8.00","0.00"
"2012-13","July","MAP","Arunachal Pradesh","0.00","0.00"
"2012-13","July","MOP","Arunachal Pradesh","7.00","0.00"
"2012-13","July","NPK","Arunachal Pradesh","0.00","0.00"
"2012-13","July","TSP","Arunachal Pradesh","0.00","0.00"
"2012-13","July","UREA","Arunachal Pradesh","80.00","0.00"
"2012-13","July","DAP","Assam","5750.00","1541.75"
"2012-13","July","MAP","Assam","0.00","0.00"
"2012-13","July","MOP","Assam","13800.00","-413.25"
"2012-13","July","NPK","Assam","1725.00","2414.10"
"2012-13","July","TSP","Assam","0.00","0.00"
"2012-13","July","UREA","Assam","33350.00","2572.50"
"2012-13","July","DAP","Bihar","70000.00","12513.45"
"2012-13","July","MAP","Bihar","0.00","2224.95"
"2012-13","July","MOP","Bihar","20000.00","495.95"
"2012-13","July","NPK","Bihar","50000.00","21337.05"
"2012-13","July","TSP","Bihar","0.00","7673.75"
"2012-13","July","UREA","Bihar","225000.00","19201.00"
"2012-13","July","DAP","Chandigarh","0.00","0.00"
"2012-13","July","MAP","Chandigarh","0.00","0.00"
"2012-13","July","MOP","Chandigarh","0.00","0.00"
"2012-13","July","NPK","Chandigarh","0.00","0.00"
"2012-13","July","TSP","Chandigarh","0.00","0.00"
"2012-13","July","UREA","Chandigarh","0.00","0.00"
"2012-13","July","DAP","Chattishgarh","66000.00","7561.20"
"2012-13","July","MAP","Chattishgarh","0.00","-400.00"
"2012-13","July","MOP","Chattishgarh","29000.00","5807.95"
"2012-13","July","NPK","Chattishgarh","38000.00","10399.20"
"2012-13","July","TSP","Chattishgarh","0.00","3858.25"
"2012-13","July","UREA","Chattishgarh","145000.00","9440.20"
"2012-13","July","DAP","Dadra & Nagar Haveli","100.00","35.25"
"2012-13","July","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","July","MOP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","July","NPK","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","July","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2012-13","July","UREA","Dadra & Nagar Haveli","100.00","43.80"
"2012-13","July","DAP","Daman & Diu","20.00","0.00"
"2012-13","July","MAP","Daman & Diu","0.00","0.00"
"2012-13","July","MOP","Daman & Diu","5.00","0.00"
"2012-13","July","NPK","Daman & Diu","0.00","0.00"
"2012-13","July","TSP","Daman & Diu","0.00","0.00"
"2012-13","July","UREA","Daman & Diu","30.00","0.00"
"2012-13","July","DAP","Delhi","800.00","0.00"
"2012-13","July","MAP","Delhi","0.00","0.00"
"2012-13","July","MOP","Delhi","200.00","0.00"
"2012-13","July","NPK","Delhi","250.00","0.00"
"2012-13","July","TSP","Delhi","0.00","0.00"
"2012-13","July","UREA","Delhi","800.00","0.00"
"2012-13","July","DAP","Goa","850.00","70.00"
"2012-13","July","MAP","Goa","0.00","0.00"
"2012-13","July","MOP","Goa","200.00","0.00"
"2012-13","July","NPK","Goa","1155.00","252.65"
"2012-13","July","TSP","Goa","0.00","0.00"
"2012-13","July","UREA","Goa","900.00","73.50"
"2012-13","July","DAP","Gujarat","70000.00","16219.90"
"2012-13","July","MAP","Gujarat","0.00","0.00"
"2012-13","July","MOP","Gujarat","20000.00","1239.20"
"2012-13","July","NPK","Gujarat","48000.00","29946.90"
"2012-13","July","TSP","Gujarat","0.00","6250.55"
"2012-13","July","UREA","Gujarat","240000.00","15313.89"
"2012-13","July","DAP","Harayana","65000.00","3184.15"
"2012-13","July","MAP","Harayana","0.00","3179.95"
"2012-13","July","MOP","Harayana","5000.00","3928.50"
"2012-13","July","NPK","Harayana","5000.00","6628.15"
"2012-13","July","TSP","Harayana","0.00","0.00"
"2012-13","July","UREA","Harayana","240000.00","19494.35"
"2012-13","July","DAP","Himachal Pradesh","0.00","0.00"
"2012-13","July","MAP","Himachal Pradesh","0.00","0.00"
"2012-13","July","MOP","Himachal Pradesh","0.00","0.00"
"2012-13","July","NPK","Himachal Pradesh","0.00","39.05"
"2012-13","July","TSP","Himachal Pradesh","0.00","0.00"
"2012-13","July","UREA","Himachal Pradesh","7500.00","179.85"
"2012-13","July","DAP","Jammu & Kashmir","10000.00","0.00"
"2012-13","July","MAP","Jammu & Kashmir","0.00","0.00"
"2012-13","July","MOP","Jammu & Kashmir","2500.00","723.75"
"2012-13","July","NPK","Jammu & Kashmir","0.00","0.00"
"2012-13","July","TSP","Jammu & Kashmir","0.00","0.00"
"2012-13","July","UREA","Jammu & Kashmir","12500.00","2683.30"
"2012-13","July","DAP","Jharkhand","30000.00","-0.35"
"2012-13","July","MAP","Jharkhand","0.00","0.00"
"2012-13","July","MOP","Jharkhand","5000.00","-0.45"
"2012-13","July","NPK","Jharkhand","10500.00","2945.10"
"2012-13","July","TSP","Jharkhand","0.00","0.00"
"2012-13","July","UREA","Jharkhand","45000.00","4661.15"
"2012-13","July","DAP","Karnataka","150000.00","14656.13"
"2012-13","July","MAP","Karnataka","0.00","163.90"
"2012-13","July","MOP","Karnataka","55000.00","14378.71"
"2012-13","July","NPK","Karnataka","131900.00","63870.09"
"2012-13","July","TSP","Karnataka","0.00","11905.40"
"2012-13","July","UREA","Karnataka","150000.00","20619.64"
"2012-13","July","DAP","Kerala","5000.00","1207.20"
"2012-13","July","MAP","Kerala","0.00","0.00"
"2012-13","July","MOP","Kerala","21000.00","6081.95"
"2012-13","July","NPK","Kerala","36000.00","12257.64"
"2012-13","July","TSP","Kerala","0.00","3260.95"
"2012-13","July","UREA","Kerala","25000.00","116.05"
"2012-13","July","DAP","Lakshadeeep","0.00","0.00"
"2012-13","July","MAP","Lakshadeeep","0.00","0.00"
"2012-13","July","MOP","Lakshadeeep","0.00","0.00"
"2012-13","July","NPK","Lakshadeeep","0.00","0.00"
"2012-13","July","TSP","Lakshadeeep","0.00","0.00"
"2012-13","July","UREA","Lakshadeeep","0.00","0.00"
"2012-13","July","DAP","Madhya Pradesh","110500.00","29956.20"
"2012-13","July","MAP","Madhya Pradesh","0.00","377.05"
"2012-13","July","MOP","Madhya Pradesh","13050.00","8928.60"
"2012-13","July","NPK","Madhya Pradesh","30189.00","36469.95"
"2012-13","July","TSP","Madhya Pradesh","0.00","8443.85"
"2012-13","July","UREA","Madhya Pradesh","134063.00","18126.20"
"2012-13","July","DAP","Maharastra","200000.00","35572.79"
"2012-13","July","MAP","Maharastra","0.00","165.85"
"2012-13","July","MOP","Maharastra","60000.00","14799.90"
"2012-13","July","NPK","Maharastra","161500.00","71706.38"
"2012-13","July","TSP","Maharastra","0.00","16.20"
"2012-13","July","UREA","Maharastra","265000.00","24198.63"
"2012-13","July","DAP","Manipur","1150.00","0.00"
"2012-13","July","MAP","Manipur","20.00","0.00"
"2012-13","July","MOP","Manipur","450.00","0.00"
"2012-13","July","NPK","Manipur","0.00","0.00"
"2012-13","July","TSP","Manipur","0.00","0.00"
"2012-13","July","UREA","Manipur","9000.00","0.00"
"2012-13","July","DAP","Megalaya","800.00","250.00"
"2012-13","July","MAP","Megalaya","0.00","0.00"
"2012-13","July","MOP","Megalaya","100.00","0.00"
"2012-13","July","NPK","Megalaya","0.00","0.00"
"2012-13","July","TSP","Megalaya","0.00","0.00"
"2012-13","July","UREA","Megalaya","1300.00","0.00"
"2012-13","July","DAP","Mizoram","300.00","0.00"
"2012-13","July","MAP","Mizoram","0.00","0.00"
"2012-13","July","MOP","Mizoram","1100.00","0.00"
"2012-13","July","NPK","Mizoram","50.00","0.00"
"2012-13","July","TSP","Mizoram","0.00","0.00"
"2012-13","July","UREA","Mizoram","1700.00","0.00"
"2012-13","July","DAP","Nagaland","82.00","0.00"
"2012-13","July","MAP","Nagaland","0.00","0.00"
"2012-13","July","MOP","Nagaland","36.00","0.00"
"2012-13","July","NPK","Nagaland","28.00","0.00"
"2012-13","July","TSP","Nagaland","0.00","0.00"
"2012-13","July","UREA","Nagaland","208.00","0.00"
"2012-13","July","DAP","Odisha","57170.00","16949.00"
"2012-13","July","MAP","Odisha","0.00","0.00"
"2012-13","July","MOP","Odisha","29750.00","2969.85"
"2012-13","July","NPK","Odisha","61330.00","21933.50"
"2012-13","July","TSP","Odisha","0.00","0.00"
"2012-13","July","UREA","Odisha","105230.00","25404.85"
"2012-13","July","DAP","Pondicherry","1000.00","0.00"
"2012-13","July","MAP","Pondicherry","0.00","0.00"
"2012-13","July","MOP","Pondicherry","800.00","0.00"
"2012-13","July","NPK","Pondicherry","3907.00","1035.60"
"2012-13","July","TSP","Pondicherry","0.00","0.00"
"2012-13","July","UREA","Pondicherry","4000.00","0.00"
"2012-13","July","DAP","Punjab","100000.00","17959.40"
"2012-13","July","MAP","Punjab","0.00","6575.30"
"2012-13","July","MOP","Punjab","10000.00","9164.80"
"2012-13","July","NPK","Punjab","4000.00","8294.10"
"2012-13","July","TSP","Punjab","0.00","3355.30"
"2012-13","July","UREA","Punjab","300000.00","11389.25"
"2012-13","July","DAP","Rajasthan","103000.00","5132.35"
"2012-13","July","MAP","Rajasthan","0.00","0.00"
"2012-13","July","MOP","Rajasthan","5500.00","584.90"
"2012-13","July","NPK","Rajasthan","16200.00","3686.45"
"2012-13","July","TSP","Rajasthan","0.00","3526.25"
"2012-13","July","UREA","Rajasthan","130000.00","30997.98"
"2012-13","July","DAP","Sikkim","0.00","0.00"
"2012-13","July","MAP","Sikkim","0.00","0.00"
"2012-13","July","MOP","Sikkim","0.00","0.00"
"2012-13","July","NPK","Sikkim","0.00","0.00"
"2012-13","July","TSP","Sikkim","0.00","0.00"
"2012-13","July","UREA","Sikkim","0.00","0.00"
"2012-13","July","DAP","Tamil Nadu","40000.00","3641.15"
"2012-13","July","MAP","Tamil Nadu","0.00","0.00"
"2012-13","July","MOP","Tamil Nadu","45000.00","8715.10"
"2012-13","July","NPK","Tamil Nadu","50000.00","93292.30"
"2012-13","July","TSP","Tamil Nadu","0.00","0.00"
"2012-13","July","UREA","Tamil Nadu","80000.00","521.15"
"2012-13","July","DAP","Tripura","504.00","0.00"
"2012-13","July","MAP","Tripura","0.00","0.00"
"2012-13","July","MOP","Tripura","0.00","0.00"
"2012-13","July","NPK","Tripura","0.00","0.00"
"2012-13","July","TSP","Tripura","0.00","0.00"
"2012-13","July","UREA","Tripura","3400.00","2269.50"
"2012-13","July","DAP","Uttar Pradesh","250000.00","53115.57"
"2012-13","July","MAP","Uttar Pradesh","0.00","1.55"
"2012-13","July","MOP","Uttar Pradesh","25000.00","42.30"
"2012-13","July","NPK","Uttar Pradesh","110000.00","102355.60"
"2012-13","July","TSP","Uttar Pradesh","0.00","16125.25"
"2012-13","July","UREA","Uttar Pradesh","600000.00","92113.95"
"2012-13","July","DAP","Uttaranchal","2500.00","2691.85"
"2012-13","July","MAP","Uttaranchal","0.00","0.00"
"2012-13","July","MOP","Uttaranchal","500.00","0.00"
"2012-13","July","NPK","Uttaranchal","5000.00","1518.85"
"2012-13","July","TSP","Uttaranchal","0.00","0.00"
"2012-13","July","UREA","Uttaranchal","30000.00","7727.35"
"2012-13","July","DAP","West Bengal","81000.00","15080.34"
"2012-13","July","MAP","West Bengal","0.00","0.00"
"2012-13","July","MOP","West Bengal","37600.00","4450.40"
"2012-13","July","NPK","West Bengal","94800.00","68895.40"
"2012-13","July","TSP","West Bengal","0.00","7377.55"
"2012-13","July","UREA","West Bengal","111800.00","34181.13"
"2012-13","August","DAP","Andaman & Nicobar","100.00","500.00"
"2012-13","August","MAP","Andaman & Nicobar","0.00","0.00"
